docid	allwords	stanfordwords
uc2.ark+=13960=t16m39m6z	44293	1664
mdp.39015054266831	33677	1956
uiuo.ark+=13960=t9g450k2g	62712	2745
nyp.33433074946900	31516	1017
inu.30000057511846	26140	1386
mdp.39015014583051	37013	2578
mdp.39015005665032	83300	2178
uc1.b3727985	105881	5337
uc2.ark+=13960=t31266s6k	89197	3668
njp.32101020529507	230412	9701
pst.000004786672	71237	7725
uiuo.ark+=13960=t0ns1cv4p	17766	507
mdp.39015077627878	65609	4926
nc01.ark+=13960=t2d79c553	64503	2627
nyp.33433006539153	122478	5847
njp.32101076479813	170529	7759
uc1.b4368241	370449	15250
uc2.ark+=13960=t9m32pt34	103211	5220
uc1.$b236167	95914	6221
uc1.$b267544	38680	3949
mdp.39015011300863	74841	3662
mdp.39015014442340	99647	6730
mdp.39015033398812	65917	3792
mdp.39015056838231	95866	6257
inu.30000000836357	23314	1463
wu.89099760266	182881	10429
mdp.39015059400344	61124	2921
mdp.39015070464147	7927	277
mdp.49015001334144	41144	2023
mdp.39015078569491	47791	2791
mdp.39076002244478	21100	1435
mdp.39015058831424	230309	12434
mdp.39015032951694	63237	4049
nyp.33433074812458	90479	6173
mdp.39015003940841	94036	3652
uc1.32106013300873	117643	7727
mdp.39015014169653	139536	8562
uiuo.ark+=13960=t6rx9nf53	95776	3275
njp.32101068142080	49212	1045
nyp.33433074878236	25215	1057
mdp.39015002753161	64721	3858
uc1.b4557361	66550	4152
uc2.ark+=13960=t0ns0rq5j	51267	1935
uc2.ark+=13960=t0pr7mx0s	70819	3664
mdp.39015063524527	11252	815
mdp.39015042826951	39721	1179
pst.000006682088	88426	3717
uc2.ark+=13960=t8sb3xw2h	29434	1695
dul1.ark+=13960=t6737pj6n	60611	2539
uc1.b4451102	75598	6854
uc2.ark+=13960=t74t6mg3p	19880	1087
inu.30000054117191	143212	4284
nyp.33433074868237	70459	3225
mdp.39015012113810	98320	3217
nyp.33433067296644	565756	15827
njp.32101076516465	94922	3511
mdp.39015047597136	95660	5667
nyp.33433076067085	43557	2267
mdp.39015027528697	46810	1396
uc2.ark+=13960=t6f18vg1z	84525	4487
mdp.39015030719226	38301	2897
wu.89098878499	58527	2295
mdp.49015000940776	67787	3130
uc1.b4358736	116721	9069
uc2.ark+=13960=t7rn33f47	244317	10581
mdp.39015030767803	212090	8606
njp.32101067630002	6880	199
uc1.32106007220202	194489	9069
mdp.39015063240744	100053	5420
uc1.$b106327	195661	15720
uc2.ark+=13960=t9x060k11	59248	2765
mdp.39076002196686	43039	2017
uiuo.ark+=13960=t3417b08v	52321	1433
uiuo.ark+=13960=t2x35d69n	60589	2079
mdp.39015063526787	32550	1184
mdp.39015033983001	52989	2359
uc1.$b244821	62574	3511
uc1.b3728085	44511	1707
uc1.$b34045	56736	3496
mdp.39015030716305	108756	6484
uiuo.ark+=13960=t3vt2953t	70433	2062
uiuo.ark+=13960=t6xw4rw1j	66492	1576
mdp.39015011560284	35297	1984
njp.32101067708139	68410	2044
mdp.39015001044968	98173	5713
mdp.39015014777000	92149	4626
mdp.39015063965886	83685	6400
njp.32101064710591	703582	24355
mdp.39015031598389	107278	6224
uc2.ark+=13960=t2988432w	96540	7093
uiuo.ark+=13960=t6k07mn67	62082	2489
nyp.33433081595013	72549	2742
inu.39000005582288	52159	4726
uc1.b3688384	146368	6448
mdp.39076002850787	328032	17825
uc1.$b243341	78413	4416
uiuo.ark+=13960=t5w67451b	64382	1600
mdp.39015030704863	115542	8025
uva.x000529713	235463	11467
uc1.b4369661	66513	3792
uc2.ark+=13960=t82j6h609	53889	2322
mdp.39015068232969	651	0
uiuo.ark+=13960=t0000tq23	81805	2690
nyp.33433074915533	105281	3662
mdp.39015008631494	167714	9777
mdp.39015037818021	219747	9350
mdp.39015086885897	54904	3129
uc2.ark+=13960=t55d8p75q	62234	4313
inu.30000109973788	46571	3491
mdp.39015024077201	81378	4471
mdp.39015000576945	67175	3962
nyp.33433075765663	60157	2875
nyp.33433082531934	79174	3298
mdp.39015047511772	80870	6243
pst.000021000997	252173	16003
uc2.ark+=13960=t25b04r8q	77816	2448
loc.ark+=13960=t2891c06r	70369	4357
nyp.33433074856646	57395	2378
nyp.33433043830078	32842	2371
mdp.39015000550437	143375	5666
mdp.39015028919721	36018	1715
mdp.39015060067975	156129	9260
uiuo.ark+=13960=t14m9t26n	71684	1716
mdp.39015018978778	86665	5020
uc1.$b286513	147006	8768
mdp.39015020072008	44881	3212
mdp.39015013100972	84873	5564
uc1.32106014453283	328149	21378
mdp.39015063931862	17893	557
nyp.33433076021868	87938	4454
nyp.33433074843255	134879	8277
inu.32000004490787	124363	5353
nyp.33433075751945	198295	9288
nyp.33433075756720	101176	3470
uiuo.ark+=13960=t9q24gf51	106250	4597
mdp.49015002389782	123086	7901
umn.31951002096061t	169571	7517
hvd.hn2hej	8261	411
njp.32101013536212	16884	988
nyp.33433000182612	184603	7920
uc2.ark+=13960=t15m62f6n	70672	3805
nyp.33433074855077	94255	2613
mdp.39015000701733	118933	4721
inu.32000003474824	154278	8420
uc1.$b105795	97368	6309
uc1.b3143008	144045	8712
uc1.32106002055595	136822	6925
nyp.33433074889050	106907	3343
nnc1.1002204371	73919	3567
uc1.b4220529	116987	8162
mdp.39015029935965	218905	9872
nyp.33433076093321	689069	24578
nyp.33433082300892	29956	1523
osu.32435000824573	99700	6108
mdp.39015002288721	87018	4346
pst.000020873486	26478	2507
uiuo.ark+=13960=t99604q44	66746	2423
mdp.39015037310813	52332	3529
uc1.32106017921815	112703	10589
nyp.33433076054083	178584	7467
inu.39000005799817	18090	933
uiuo.ark+=13960=t6155734j	84541	2758
inu.30000114553013	147666	6401
njp.32101063604167	47124	2529
uiuo.ark+=13960=t6b28f15h	37870	587
inu.30000007145497	158846	8508
uc2.ark+=13960=t37080958	43363	1880
coo.31924052396912		
pst.000005716418	62884	3244
mdp.39015021352763	81349	4211
nyp.33433076088313	80161	3877
wu.89087902169	73763	5501
uc1.$b323629	73554	5718
uc1.$b318317	59487	3750
uiuo.ark+=13960=t3zs33v38	70736	1900
njp.32101064790098	86401	4624
mdp.39015024030150	88111	5726
uiuo.ark+=13960=t4zg7095h	50187	2623
uc2.ark+=13960=t4zg6j244	78231	3961
mdp.39015005086817	443662	25060
inu.30000107397808	104175	7448
uc1.b3773955	106844	6156
mdp.39015011607697	110421	4778
uc1.$b299828	107682	7385
njp.32101068164589	225443	6887
uva.x004828348	51646	2241
uc2.ark+=13960=t3901zw01	43607	2320
nyp.33433082272711	288341	14573
uva.x030557421	78124	4834
mdp.39015062237170	195800	5622
uc2.ark+=13960=t8hd7pj59	66528	4267
mdp.39015002742560	109944	7469
nyp.33433067303937	142696	3378
mdp.39015066058044	120145	6837
uc1.$b56441	143039	9766
uc1.32106002151998	76651	4490
uc1.$b56342	149870	6024
inu.39000005830067	33374	2187
nyp.33433075843130	110020	5639
mdp.39015063961513	89212	3719
nyp.33433074863162	44672	1966
uc2.ark+=13960=t93778s3b	77781	3095
hvd.hwadaj	102818	3344
uc1.32106013836702	69340	5003
mdp.39015049665212	40739	2300
mdp.39015016424114	52631	1119
uiuo.ark+=13960=t4xh05m31	98459	3842
nyp.33433076094485	75033	3582
mdp.39015063602497	210431	4580
mdp.39015024290028	56854	3401
uiuo.ark+=13960=t63496n5k	40673	851
nyp.33433074851886	235135	10374
uc1.$b301043	69572	5164
mdp.39015034399827	89078	7717
uc2.ark+=13960=t7pn92073	146323	11139
uva.x000682621	163582	9239
mdp.39015050309551	100365	5870
uc2.ark+=13960=t1qf91q47	31539	687
uc1.b3569284	96663	5381
mdp.39015014743358	90999	4324
mdp.39015031045266	48280	1209
uc1.32106014786492	162186	10340
mdp.39015065763206	57361	1751
mdp.39015012187459	72969	6454
uiuo.ark+=13960=t08w41v7r	55976	1593
uc1.b4102932	46453	1792
mdp.39015016450176	106227	8210
mdp.39015061142009	303644	20419
hvd.hwp4k1	74631	2813
wu.89098013311	73515	2627
uc2.ark+=13960=t4bp00d65	62527	3497
mdp.39015004116086	47319	3259
uc2.ark+=13960=t7gq6s478	62603	4405
uiuo.ark+=13960=t0ms4c84w	56071	2012
hvd.32044090341959	314357	15330
mdp.39015000551575	99558	4721
uiuo.ark+=13960=t76t0x921	69594	1808
njp.32101068178696	125163	7240
uc1.b4451101	125533	9046
uc1.$b305452	85261	3212
uc2.ark+=13960=t52f7k62m	58830	3997
nyp.33433074879259	202007	10377
inu.39000001595003	127015	8211
mdp.39015069577073	33391	1864
mdp.39015014859345	147045	7189
uc1.b3727928	103375	5671
uiuo.ark+=13960=t10p1qp5d	67626	1384
uiuo.ark+=13960=t04x5jz3v	55243	1931
uiuo.ark+=13960=t0ns18n38	79552	2071
uiuo.ark+=13960=t9m333839	51217	2053
wu.89099787574	232644	10325
mdp.39015048561743	176734	9961
uc1.b4097481	94363	8495
hvd.32044013683610	74280	2270
mdp.39015064115846	57848	2602
mdp.39015002309618	89597	4497
nyp.33433074881040	29406	581
hvd.32044096989538	80139	3943
wu.89005393855	89414	5738
njp.32101073360370	6337	391
mdp.39015063542172	53373	1845
mdp.39015033010151	82910	5429
uc1.b3473182	67050	5022
mdp.39015057083993	109945	4882
mdp.39015020686518	185487	11686
uiuo.ark+=13960=t5t72p82m	74908	3711
uc2.ark+=13960=t01z43536	71979	2439
uiuo.ark+=13960=t08w42t7q	55116	2321
mdp.39015026437684	28274	1254
uc2.ark+=13960=t0ht2hx56	113496	4907
uc1.32106017829828	302882	22184
inu.30000122924032	71116	4998
uiuo.ark+=13960=t3514q38x	57523	987
osu.32435059299925	66425	4939
uc2.ark+=13960=t3610x82j	57386	2573
mdp.39015014552411	160341	9033
mdp.39015063957503	120669	7415
uc2.ark+=13960=t2p55ds9s	27562	1203
loc.ark+=13960=t22b9ds5h	53192	2826
nyp.33433075762652	62571	1989
inu.32000009261134	155278	10358
nyp.33433074922729	58166	1052
uc2.ark+=13960=t4rj4988x	62733	4131
nyp.33433043248826	63691	4873
nyp.33433074837471	106517	3131
mdp.39015002652405	84323	4816
mdp.39015047453652	63734	5963
pst.000008276803	27251	1080
mdp.39015002601626	16793	951
uc2.ark+=13960=t2697641q	137138	6763
uc1.32106016894641	104219	6896
uva.x000664921	106594	5480
mdp.39015005382133	206855	15597
mdp.39076002598642	76381	4965
uc1.32106006277773	307812	12119
loc.ark+=13960=t9q24h56b	38766	1988
njp.32101013998008	58501	3775
mdp.39015058691026	92771	3887
inu.30000112141985	201822	7740
uc1.$b182927	71561	2045
uiuo.ark+=13960=t8cg02x3m	52224	1669
pst.000056601855	79878	4365
pst.000006466640	22509	1316
nyp.33433082342175	46084	1901
hvd.hn6lvs	26088	1997
uc1.$b317729	92932	3263
uc2.ark+=13960=t0qr4qv09	116524	6185
mdp.39015063077930	22952	695
uc1.$b787098	82852	4532
uc1.$b301191	111708	7116
mdp.39015031235396	149048	6108
coo.31924014518355	472858	25588
uc1.$b243146	238987	16256
mdp.39015000623663	97524	5777
inu.30000114172426	143948	11067
mdp.49015001400168	43950	3145
uc1.31822033251729	42260	1445
osu.32435060262698	15006	862
mdp.39015038101666	110000	8153
inu.30000120995638	214517	12521
mdp.39015005672269	73514	5757
uc1.$b117324	87213	5991
mdp.39015063964053	137596	7066
mdp.39015080844932	105568	4963
uc1.$b250186	65189	2966
inu.39000005757583	50555	2902
pst.000017853996	145029	10336
uc2.ark+=13960=t3416t85d	63350	3831
nyp.33433074835400	121286	4213
nyp.33433084128879	67140	2894
uc1.$b56309	145237	9238
uc2.ark+=13960=t3bz6218s	58363	3622
uc1.$b249750	57747	2652
uc2.ark+=13960=t3ws8pd3r	97864	2479
loc.ark+=13960=t47p9gx27	66040	2483
uc2.ark+=13960=fk6639kj41	105143	5992
mdp.39015005021582	93623	3662
mdp.39015006955945	53811	3381
umn.31951p005426620	56825	2028
uc1.$b301192	79635	5855
mdp.39015040659941	72616	5249
nyp.33433074855168	52175	1510
uiuo.ark+=13960=t2z32g882	69882	2654
mdp.39015066677785	130910	8424
uc1.32106001996534	133119	8571
uiuo.ark+=13960=t7sn0tn1b	62593	3532
uc2.ark+=13960=t4jm24q6s	41904	2455
uiuo.ark+=13960=t3xs68f29	36800	608
uiuo.ark+=13960=t4sj1vq72	67870	1383
osu.32435012603239	187730	9765
uc1.$b248179	14048	499
uc1.$b287373	76176	5317
mdp.39015005607828	152523	7969
uiuo.ark+=13960=t1bk20h2g	65952	2362
inu.32000009559560	82904	4326
uiuo.ark+=13960=t4dn4t070	35366	681
uc1.b3607831	145612	8035
mdp.39015053774322	83077	4291
mdp.39015005593879	43320	2649
njp.32101066122126	63555	2406
umn.319510008901568	64479	4238
uiuo.ark+=13960=t96692w8z	62086	1860
uiuo.ark+=13960=t7br94x31	84689	3228
uiuo.ark+=13960=t7sn0v67t	70465	2066
uc1.b3325304	93429	4466
njp.32101032329045	44117	834
mdp.39015059204787	114939	8348
uiuo.ark+=13960=t3xs6cp6m	31811	674
mdp.39015029554261	154742	9201
uc1.b4091099	82596	6104
pst.000022172372	111234	6831
mdp.39015030699642	97425	5580
uiuo.ark+=13960=t6vx10k7w	33437	887
nyp.33433076068950	74160	4214
mdp.39015016445978	151107	7568
uc1.b4948945	100877	4712
mdp.39015063959889	92016	6989
mdp.39015063992492	68597	1494
njp.32101066458140	84902	2738
inu.30000124732995	74604	3515
mdp.39015059417959	205478	9497
uiuo.ark+=13960=t1tf05388	50541	1044
mdp.39015025926380	25695	1598
uc1.$b103853	136902	8291
nnc1.1000018538	84994	2890
uiuo.ark+=13960=t1jh3z86d	68757	2238
uc2.ark+=13960=t3bz66b13	45249	2487
uc1.$b474117	71071	5694
mdp.39015029146803	125588	5738
uiuo.ark+=13960=t6737442q	86000	1441
mdp.39015056479358	131181	8564
mdp.39015042554041	56140	3531
wu.89099781411	74521	4333
mdp.39015004990050	58298	3925
njp.32101067631109	302522	10044
uc2.ark+=13960=t4hm57h5p	140790	5150
mdp.39015079149517	151312	10020
mdp.39015009355689	83543	5364
uc1.b3327330	48274	1710
uc2.ark+=13960=t45q4sn45	134499	5522
hvd.32044014245443	1082489	22379
njp.32101067178184	99442	3934
uc2.ark+=13960=t6h12x81f	72350	2531
mdp.39015055945185	537411	21601
mdp.39015080862744	93006	6262
coo.31924013521764	88915	3671
uc1.$b15215	34191	2733
inu.30000042740146	154870	7382
uc1.$b730055	106548	5076
uc2.ark+=13960=t15m62k0j	120301	4849
uc1.$b251508	146557	8456
uiuo.ark+=13960=t8hd8jz8v	58922	923
nyp.33433074837331	137273	6316
nyp.33433076027006	48675	1934
mdp.39015059412992	120363	5746
uiuo.ark+=13960=t7mp5kr2z	47394	1820
uc2.ark+=13960=t7dr2q88x	56084	3651
uc1.$b703967	62053	3399
uiuo.ark+=13960=t6xw5202g	68253	1890
mdp.39015037822650	90688	6481
nyp.33433074929765	209979	8543
mdp.39015029242024	155799	6080
uiuo.ark+=13960=t3jw91227	51761	2436
mdp.39076006981612	54617	4674
uc1.$b105430	69749	3926
nyp.33433075763684	109442	4864
mdp.39015050487779	116321	8077
nc01.ark+=13960=t2p565t87	65605	3102
uc1.b3123829	99342	2516
uc2.ark+=13960=t21c1w684	98538	4205
uc2.ark+=13960=t6zw1ck14	95699	5036
uiuo.ark+=13960=t7np2j06s	67589	1743
mdp.39015041650410	44217	2450
mdp.39015048883675	83467	4520
uc1.$b236200	95135	6349
uva.x000468330	133618	3632
mdp.39015063942786	73969	3960
hvd.32044097914220	98659	3425
uc1.31175034928476	166817	10920
uiuo.ark+=13960=t3hx1r852	81334	2368
uc2.ark+=13960=t2p55g671	72490	2065
mdp.39015063975745	75838	3814
njp.32101047683477	50436	3468
njp.32101065708693	109031	5327
uva.x030748828	148174	8603
uiuo.ark+=13960=t5v702v0c	32542	740
mdp.39015048899929	103706	5491
uc1.$b244084	142879	11595
hvd.hnnzn9	78903	1644
uiuo.ark+=13960=t2697sn9b	53975	2321
uc1.b4451814	134683	7645
uiuo.ark+=13960=t4sj2464k	67982	2658
hvd.hn6lkm	37234	40
uiuo.ark+=13960=t5bc4m870	89705	3547
mdp.39015059159650	130300	7836
uc1.32106006836651	90156	5017
nyp.33433066652649	206497	6540
mdp.39015058708945	270467	14256
mdp.39015019395782	99375	6567
njp.32101065190488	80113	6173
mdp.39015014860459	91132	8175
mdp.39015007047585	98298	6354
inu.39000005897868	29722	2145
mdp.39015030848900	62567	3241
uc2.ark+=13960=t95719c5p	66570	4075
inu.39000004065236	75633	3700
hvd.hn2ghf	32058	903
nyp.33433075754642	63304	1505
uc2.ark+=13960=t3pv6bn87	48493	816
uc1.b4432485	238075	15692
umn.319510020490650	130589	9568
mdp.39015029398388	23106	1421
pst.000005756322	23810	960
njp.32101064789710	140476	8234
uc1.$b105427	116989	5489
nyp.33433074876255	98576	2186
nyp.33433082222088	640390	17230
mdp.39015002243486	111350	7849
mdp.39015008247424	61112	3208
uiuo.ark+=13960=t9c53x143	54463	2387
mdp.39015039792547	57549	2068
nyp.33433076083538	90572	3302
loc.ark+=13960=t2q534284	37260	1847
njp.32101067644748	59296	2267
uc2.ark+=13960=t09w0d07w	34031	717
hvd.32044050970466	106711	4132
pst.000054302082	105356	8259
mdp.39076005013805	311624	11042
uiuo.ark+=13960=t08w43z30	44161	1494
uiuo.ark+=13960=t7zk5qg9g	110630	5294
mdp.39076005945360	22500	387
hvd.hxgeza	61737	1125
uiuo.ark+=13960=t12n5hx3w	60545	2792
nyp.33433008489217	54665	1971
uc1.b4103604	95361	3299
mdp.39015039923225	84207	4737
mdp.39015064866943	87623	3636
mdp.39015001181851	18830	1511
uiuo.ark+=13960=t7np2rz8s	47766	847
uiuo.ark+=13960=t0ks76f0z	51133	1840
mdp.39015047868222	131544	6680
nyp.33433076051964	68863	3690
mdp.39015077147133	84977	4358
uiuo.ark+=13960=t0jt08879	67856	3128
uiuo.ark+=13960=t22b9d63x	57911	1084
uiuo.ark+=13960=t86h53j3s	56582	2162
uc1.32106006839267	85282	4542
uc2.ark+=13960=t74t6hp34	8954	370
uva.x000607926	61091	4116
uc1.b3462013	71925	3771
uc2.ark+=13960=t6j09xd5s	112510	9545
uc2.ark+=13960=t3513vb6c	76400	3420
uc1.32106002094255	85950	5285
uc2.ark+=13960=t6154gk3v	40677	1022
uc1.b3322408	186907	9059
njp.32101067628279	26952	1354
uc2.ark+=13960=t55d8r672	103055	5255
uiuo.ark+=13960=t9s18j533	37466	933
nyp.33433075739346	143570	6426
hvd.32044086799046	44437	1176
hvd.hn2rru	103490	3228
mdp.39015018930597	46041	3060
mdp.39015048599586	201093	12372
njp.32101073308122	63878	1979
mdp.39015008995378	120854	7848
uiuo.ark+=13960=t1gj04449	80137	2886
uc1.32106011502157	74948	6904
uc1.32106002093380	235975	11916
uiuo.ark+=13960=t06w9mr29	56698	1576
uc1.b4098426	22706	1947
nc01.ark+=13960=t02z1vc0q	143069	5705
inu.39000000974274	58888	3971
uc2.ark+=13960=t39z95s4s	199495	8963
inu.30000061601567	138488	9465
uc2.ark+=13960=t06w98j10	87421	6643
nyp.33433074878640	69545	3106
uc2.ark+=13960=t1ng4pv37	160285	7476
uiuo.ark+=13960=t2c82nf0z	51625	2378
uc1.$b556174	104641	6476
njp.32101067630317	61903	3509
mdp.39015029475343	108155	7710
uiuo.ark+=13960=t50g4052q	52471	2304
hvd.32044051078350	168238	4433
inu.32000001592148	151020	6524
mdp.39015031305553	164347	9965
uc1.b4446335	92699	5469
nyp.33433074870399	53334	2183
inu.30000055841815	78762	6211
mdp.39015063930500	131483	6356
uc1.32106019094454	64933	3834
uiuo.ark+=13960=t2m623v1p	60301	1564
inu.39000002682545	45731	2342
nyp.33433074968219	68855	2463
uc2.ark+=13960=t53f5016t	235058	8350
uc1.$b387308	281674	9176
mdp.39015005783819	57904	3564
nyp.33433076068067	83592	6372
nyp.33433074970546	134884	4526
uc2.ark+=13960=t9k35nx3w	91635	4051
nyp.33433075852818	68732	2236
uc1.$b102387	144345	9919
mdp.39015030705837	98120	6183
uc1.32106011486989	138905	10793
mdp.39015014138690	123253	6836
uc2.ark+=13960=t5t72dz9n	66826	2714
uc2.ark+=13960=t2m61cq1t	46514	1987
loc.ark+=13960=t9086t312	61160	1318
uc1.$b807295	175890	6237
nyp.33433074807342	108147	6807
uiuo.ark+=13960=t03x8z50w	90751	2912
uc2.ark+=13960=t6n017c11	100692	5302
nyp.33433074920608	58153	2301
mdp.39015063306859	109685	8278
mdp.39015013286946	76267	4464
uc2.ark+=13960=t3vt1jg1d	77926	4265
njp.32101067178770	229059	8342
inu.30000107336434	158612	9511
uc1.$b56277	117467	6094
hvd.hwkagd	92127	3333
uc1.32106002091053	93676	6434
mdp.39076002365786	68987	3840
mdp.39015030618444	35174	2240
uc1.b3123709	75701	2093
mdp.39015014138930	64670	4441
nnc1.cu50383493	145399	6319
uc2.ark+=13960=t9t14wd16	55909	2645
uiuo.ark+=13960=t3cz3vq12	49968	1442
inu.32000005543857	80060	6640
njp.32101038084727	52381	1247
mdp.39015030717576	84781	5347
uiuo.ark+=13960=t2j67qh6b	60761	1119
uiuo.ark+=13960=t2p567h62	65509	3444
uc2.ark+=13960=t0vq2sk6k	74087	4115
uc2.ark+=13960=t56d5t850	55622	2997
osu.32435053068557	100281	7640
mdp.39015008526686	125739	7290
mdp.39015069302852	101863	6874
nyp.33433075739957	236134	10116
mdp.39015008008214	74336	3877
uc1.b4105315	63885	3356
njp.32101032329086	49532	860
hvd.32044019951185	168319	6708
pst.000058017623	104770	7732
njp.32101068163508	63204	1835
pst.000005343997	106589	6063
mdp.39015030744984	51734	2221
uiuo.ark+=13960=t5db8pd5f	53038	1336
uiuo.ark+=13960=t4dn4qr64	65487	2498
uc1.$b450622		
mdp.39015063959723	56406	1996
wu.89104490842	137088	6023
mdp.39015011506170	76871	4718
uiuo.ark+=13960=t1gj05f38	73851	2960
njp.32101063609034	22931	1185
mdp.39015050292658	135781	8563
nyp.33433076049216	68764	3506
nyp.33433074915038	105905	3839
uiuo.ark+=13960=t3708q269	36958	1257
uc1.$b680136	114587	5714
uc1.b3810939	226145	12881
mdp.39015060594010	137087	7836
uiuo.ark+=13960=t10p1mf8g	53610	2039
uiuo.ark+=13960=t70v8tn4r	60856	2868
uc2.ark+=13960=t53f4n79f	57526	3322
mdp.39015033366603	91357	6668
uc1.$b312370	97087	4783
uc1.$b248026	109433	4899
uc1.$b80858	95864	6578
nyp.33433074923354	36198	1227
uc2.ark+=13960=t7mp50w55	132777	5094
pst.000003856628	31485	1844
nyp.33433074859897	80132	3871
nc01.ark+=13960=t9z034v7b	79865	4670
njp.32101068163854	57755	1370
mdp.39015033964035	29561	1676
uiuo.ark+=13960=t6n01pv5m	65349	2700
uc1.$b71371	138392	13797
wu.89092952837	75068	6261
mdp.39015000235500	68955	3657
uc1.b4462499	154485	12849
mdp.39015037491381	165599	12868
nyp.33433008142220	148149	6857
coo.31924013487735	68330	4046
mdp.39015079305028	98500	7347
uc2.ark+=13960=t21c20786	62116	1629
mdp.39015063226115	66650	3508
uiuo.ark+=13960=t3rv0x09k	43733	1129
uc1.$b116695	104486	8060
umn.31951002377644r	37928	1315
mdp.39015030706777	145466	6752
uc2.ark+=13960=t03x86861	61416	2048
coo.31924013798933		
mdp.39015010783788	53538	1540
uc1.b4411178	173210	11605
uiuo.ark+=13960=t8df77x6r	48623	1821
mdp.39015024757794	30091	1452
uc1.32106015004911	94631	7045
uc1.$b23610	94059	5162
ucm.5324386384	96328	2496
nyp.33433076073802	77058	3386
uc1.b3778904	106745	8148
mdp.39015031232757	74647	5256
mdp.39015010682279	129395	7437
uc1.b3473156	95628	5276
pst.000050297498	155592	9040
uiuo.ark+=13960=t79s2gq4b	52384	1020
mdp.39015047453298	117072	6000
uc1.$b799542	62446	4766
uc2.ark+=13960=t9571dq8v	58458	2438
uc2.ark+=13960=t78s4nw43	33710	1333
mdp.39015012063759	2493	128
uiuo.ark+=13960=t2794hz6s	72963	2903
uc1.$b102148	9597	376
uc1.b4362506	145439	13136
mdp.39015016435284	127816	9821
uiuo.ark+=13960=t9p27jk9d	62129	1170
mdp.39015037474619	109595	8773
uiuo.ark+=13960=t3805qq41	38911	877
pst.000062841405	245351	14061
mdp.39015014158185	77351	5948
uc2.ark+=13960=t7pn8xw86	185859	9239
mdp.39015012201979	228050	9402
pst.000027630617	93254	5085
pst.000021269554	19752	1426
uc1.32106009785699	588575	40216
uc1.32106005276909	115522	6557
mdp.39015032141841	137538	7541
uc1.b3325717	72092	3005
uiuo.ark+=13960=t6f19g419	34400	890
uiuo.ark+=13960=t0gt67j4p	47961	1001
mdp.39015013446680	127462	5755
uc1.b3406949	30230	2130
uva.x030825524	151901	5753
uiuo.ark+=13960=t1hh6st5v	51346	772
uc1.31822038205928	137609	7090
nyp.33433074927645	146385	3741
uiuo.ark+=13960=t4qj7s022	45835	1050
mdp.39015031325965	83701	3448
mdp.39015056248704	77876	8272
uiuo.ark+=13960=t7cr65n7z	56884	1707
mdp.39015063560687	69746	2987
njp.32101066478106	97101	4259
nyp.33433074868120	35028	903
osu.32435067907899	65798	3729
uc2.ark+=13960=t3xs5q96f	76625	2478
njp.32101066459312	61064	2660
uiuo.ark+=13960=t6vx11m1v	61947	3071
uc2.ark+=13960=t5h99dp46	91546	3688
uc1.$b243356	108494	6104
uc1.b3123724	101821	2793
mdp.39015066648810	63268	3894
uc1.b3868721	69444	5020
mdp.39015010702044	30350	1433
uc2.ark+=13960=t3ws8jc3n	9936	539
hvd.32044086802147	45023	1095
uc1.b3346167	78364	7055
mdp.39015013435667	143845	9199
uiuo.ark+=13960=t1wd4k28k	55973	1397
uc1.$b497750	80161	5809
pst.000007265099	26699	1785
njp.32101068177094	49116	1368
mdp.39015063923570	127622	5512
nyp.33433076078843	215856	5912
uiuo.ark+=13960=t0sq9m438	51061	1294
nnc1.1002173220	66213	3739
uiuo.ark+=13960=t1kh1680z	78180	2754
uc2.ark+=13960=t3qv3kf93	101720	3915
mdp.39015003350058	52504	4040
uiuo.ark+=13960=t5fb5pp94	72770	3140
uc1.b3687408	158639	13070
uc1.b3189834	15625	1309
wu.89088299805	233902	9638
mdp.39076002869191	153321	8743
uc2.ark+=13960=t1qf8q78s	76552	2289
mdp.39015058727135	158194	8559
mdp.39015066071013	109489	8495
uc2.ark+=13960=t28911z65	119104	5859
pst.000002675138	104638	6164
njp.32101068174737	71231	3970
uiuo.ark+=13960=t8gf1dn6k	50906	1248
uc1.b3545567	192405	14504
uiuo.ark+=13960=t0ht2zr4v	49046	844
mdp.39015071422854	43750	1904
mdp.39015038098920	90042	6713
mdp.39076002560766	98288	7917
hvd.hn5dn6	25798	831
mdp.39015034346216	37144	3493
mdp.39015033665715	73123	2848
inu.32000006900023	46489	1902
mdp.39015034282858	39134	2973
mdp.39015026439300	43798	3105
hvd.hn2gfm	53780	1696
hvd.hx2qhf	30979	583
mdp.39015011369454	129617	9228
nyp.33433081995049	120507	3761
uc1.b4088969	118757	7745
njp.32101066458470	36924	433
uiuo.ark+=13960=t2697sc0d	148919	5028
mdp.39015065462932	105404	3541
uc2.ark+=13960=t1rf5tv88	125565	6410
mdp.39015029577601	70244	4051
njp.32101067179109	80154	2588
uiuo.ark+=13960=t13n2s72x	68770	1669
nyp.33433067408595	780541	29455
mdp.39015001802845	27613	1428
mdp.39015061469394	62026	4732
uc1.b3157680	60957	3716
njp.32101068165867	66969	2345
mdp.39015034656440	109966	5799
wu.89098006869	120760	4253
njp.32101063604159	71052	3217
uc1.$b144273	67380	1447
uiuo.ark+=13960=t40s0339r	62630	2727
uc2.ark+=13960=t5n87622t	141619	5190
uc1.b3727197	110332	7203
mdp.39015063170917	60239	3032
uiuo.ark+=13960=t66408j7j	77277	3032
nyp.33433082456348	66288	2976
